symptom_description,disease_label
"The skin on the inside of my elbows is brutally dry, flaky, and so itchy that I scratch it until it bleeds. It has been consistently bothering me for several days.",Eczema
"My skin has become uncomfortably dry, my hair is thinning at the crown, and I am constantly shivering even in warm rooms. I am hoping to find some relief soon.",Hypothyroidism
"Recently, i have been violently throwing up and dealing with severe stomach cramps ever since i ate that questionable seafood. I am hoping to find some relief soon.",Food Poisoning
My torso is covered in intensely itchy red spots that are starting to form little fluid filled blisters. I have never experienced anything exactly like this before.,Chickenpox
"It is hard to explain, but the entire right side of my face suddenly went numb and began drooping, and i am finding it incredibly difficult to articulate my words clearly. It is becoming quite difficult to manage.",Stroke
"Lately, my heart races sometimes when i climb stairs, and i just do not have the energy i used to possess. It is extremely frustrating to deal with.",Anaemia
"It is pure agony to swallow anything, and when I look in the mirror, the back of my throat is bright red, swollen, and covered in nasty white spots. I have never experienced anything exactly like this before.",Tonsillitis
"I am noticing that both of my eyes are unusually watery and pink, and my eyelashes were glued shut with crust when i woke up. It has been consistently bothering me for several days.",Conjunctivitis
"Lately, my urine looks very cloudy and smells unusually strong, and i am experiencing a dull, persistent ache deep in my lower pelvis. I am hoping to find some relief soon.",UTI
"I have noticed that small cuts and bruises on my skin take an unusually long time to heal, and I feel hungry all the time.",Type 2 Diabetes
"My chest feels incredibly tight, and I am making a loud wheezing noise every time I try to breathe out. I am hoping to find some relief soon.",Asthma
"For the past few days, i am incredibly thirsty all the time no matter how much water i drink, and i find myself having to urinate constantly throughout the day and night. I am hoping to find some relief soon.",Type 2 Diabetes
"Unfortunately, i feel a profound, heavy emptiness inside, and i simply cannot find joy in any of the hobbies i used to love. I am hoping to find some relief soon.",Depression
"I have a looming sense of dread that follows me everywhere, though there is no logical cause for my panic.",Anxiety Disorder
"Lately, my bowel habits are entirely unpredictable, drastically swinging between severe constipation and sudden, urgent diarrhea.",IBS
"To be honest, the pain in my flank comes in intense, agonizing waves, and i noticed my urine was tinged pink with blood this morning. It has been consistently bothering me for several days.",Kidney Stones
"The joint at the base of my big toe is swollen, bright red, and so excruciatingly painful that I cannot wear a shoe. The symptoms are really impacting my daily routine.",Gout
"It feels like someone is sitting on my chest, and I find myself gasping for air in the middle of the night. I have never experienced anything exactly like this before.",Asthma
"I am running a high fever and coughing up thick, rust colored phlegm, and my chest hurts with a stabbing pain whenever I inhale. I have never experienced anything exactly like this before.",Pneumonia
"Unfortunately, my stomach is profoundly tender to the touch on the right side, and i just threw up everything i ate for breakfast.",Appendicitis
"Recently, i get a horrific burning sensation right behind my breastbone, especially when i lay down after eating a large meal. I am hoping to find some relief soon.",GERD
"Unfortunately, i have a splitting headache, a sore throat, and i am so weak that i cannot even stand up to take a shower.",Influenza
"Unfortunately, i am suffering from a sharp, relentless pain in my lower back that wraps around my side and shoots down into my groin. I am hoping to find some relief soon.",Kidney Stones
"I am noticing that i generally feel perfectly fine, but my doctor warned me that my blood pressure readings are consistently dangerously high. It has been consistently bothering me for several days.",Hypertension
"To be honest, there is a horrific burning sensation every single time i urinate, and i feel a constant, desperate urge to go even when my bladder is totally empty. I am hoping to find some relief soon.",UTI
"Lately, i have raised, angry red patches of skin absolutely covered in silvery scales on my elbows that itch relentlessly.",Psoriasis
"Lately, i am constantly worrying about the future, and my mind simply will not shut off when i try to sleep at night. It is becoming quite difficult to manage.",Anxiety Disorder
"My chest feels extraordinarily heavy, I am gasping for air, and my lower jaw is aching with a strange intensity. It is extremely frustrating to deal with.",Heart Attack
"For the past few days, my chest hurts from coughing so forcefully, but i am finally starting to expel some green phlegm.",Bronchitis
"There is a horrific burning sensation every single time I urinate, and I feel a constant, desperate urge to go even when my bladder is completely empty.",UTI
"To be honest, my nose is severely congested and i feel incredibly run down, although my breathing remains perfectly normal so far. I do not know what to do about it anymore.",COVID-19
I am noticing that i have been violently throwing up and dealing with severe stomach cramps ever since i ate that questionable seafood. I am starting to get very concerned about it.,Food Poisoning
"Lately, i was suddenly hit by overwhelming fatigue yesterday, accompanied by a high fever, severe chills, and agonizing muscle aches. I am hoping to find some relief soon.",Influenza
"Lately, my head feels slightly congested and i am sneezing quite a bit, though my energy levels are mostly normal.",Common Cold
"I was suddenly hit by overwhelming fatigue yesterday, accompanied by a high fever, severe chills, and agonizing muscle aches. I have never experienced anything exactly like this before.",Influenza
"I just lost all physical strength in my left arm and leg out of nowhere, and my balance is absolutely gone. I have never experienced anything exactly like this before.",Stroke
"My abdomen is rumbling loudly, I am constantly nauseous, and my entire body feels totally drained of energy. I am hoping to find some relief soon.",Gastroenteritis
"Lately, i just lost all physical strength in my left arm and leg out of nowhere, and my balance is wholly gone.",Stroke
"I must say, i have a stuffy nose and a mild scratchy throat, but i am not running a fever and i can still go to work.",Common Cold
"I am noticing that my chest feels extraordinarily heavy, i am gasping for air, and my lower jaw is aching with a strange intensity.",Heart Attack
"I feel a profound, heavy emptiness inside, and I simply cannot find joy in any of the hobbies I used to love.",Depression
"Recently, i have a mild fever, i feel unusually lethargic, and there is a rash spreading from my back to my face.",Chickenpox
"To be honest, the joints in my fingers are swollen, red, and very stiff, especially when i first wake up in the morning.",Arthritis
"I have noticed a massive breakout of cystic spots on my jawline, and it is incredibly tender to the touch. I have never experienced anything exactly like this before.",Acne
"Lately, it is pure agony to swallow anything, and when i look in the mirror, the back of my throat is bright red, swollen, and covered in nasty white spots. I have never experienced anything exactly like this before.",Tonsillitis
"Recently, i cannot stop coughing, especially when i lay down to sleep, and i have a mild fever with body aches.",Bronchitis
"I feel a profound, heavy emptiness inside, and I simply cannot find joy in any of the hobbies I used to love. It has been consistently bothering me for several days.",Depression
"Unfortunately, i feel a constant, nagging urgency to use the bathroom, but often i cannot actually pass anything when i try. I have never experienced anything exactly like this before.",IBS
"I must say, i suddenly feel a terrifying shortness of breath, a cold clammy sweat, and an intense ache between my shoulder blades. I do not know what to do about it anymore.",Heart Attack
"Unfortunately, i have a runny nose with clear fluid and a very mild cough, but i do not have any severe muscle aches.",Common Cold
"The joints in my fingers are swollen, red, and very stiff, especially when I first wake up in the morning. I am hoping to find some relief soon.",Arthritis
"I am noticing that it feels as though my cold has moved down into my lungs, and i am wheezing slightly when i take a deep breath.",Bronchitis
"Lately, i am dealing with persistent blemishes on my forehead, but they are relatively mild and do not hurt.",Acne
"To be honest, i feel a lot of fluid pressure behind my eardrum, and there is a yellowish discharge leaking out onto my pillow.",Ear Infection
"Lately, i am experiencing sharp pain on both sides of my throat when i drink water, and i feel generally exhausted and feverish.",Tonsillitis
"A tremendously painful, blistering rash has erupted in a band wrapping around the left side of my torso, and the skin feels like it is on fire.",Shingles
"I am shivering uncontrollably in bed, my entire body hurts, and I have a harsh, dry cough that hurts my ribs.",Influenza
"I must say, my vision occasionally gets a little blurry and i feel dizzy upon waking up, though the symptoms fade quickly.",Hypertension
"To be honest, i am experiencing severe brain fog, my memory feels terrible, and my bowel movements have become very sluggish. I am hoping to find some relief soon.",Hypothyroidism
"Unfortunately, i feel like there is a lump in my throat that i cannot swallow away, along with a frequent sour stomach. The symptoms are really impacting my daily routine.",GERD
"Unfortunately, my scalp is intensely flaky with thick, crusty plaques that bleed slightly if i accidentally scratch them too hard. I do not know what to do about it anymore.",Psoriasis
"I must say, the skin on my shoulder was tingling and itching for days, and today it broke out in a clustered, profoundly painful rash. I am hoping to find some relief soon.",Shingles
"My skin is completely covered in blackheads and whiteheads, though I do not feel any physical pain.",Acne
"Recently, i have noticed a massive breakout of cystic spots on my jawline, and it is very tender to the touch.",Acne
"I am noticing that i am dealing with chronic dry skin on my face that turns into angry, inflamed scales when the weather gets cold.",Eczema
"I have a runny nose with clear fluid and a very mild cough, but I do not have any severe muscle aches. It is extremely frustrating to deal with.",Common Cold
"The pain in my flank comes in intense, agonizing waves, and I noticed my urine was tinged pink with blood this morning. The symptoms are really impacting my daily routine.",Kidney Stones
"It feels as though my cold has moved down into my lungs, and I am wheezing slightly when I take a deep breath. It is extremely frustrating to deal with.",Bronchitis
"I am dealing with a deep, hacking cough that brings up thick yellow mucus, and my chest feels heavy and sore. I am hoping to find some relief soon.",Bronchitis
"For the past few days, it feels like someone is sitting on my chest, and i find myself gasping for air in the middle of the night.",Asthma
"I am trying to speak to my husband but the words are coming out as total gibberish, and my right arm feels totally paralyzed. I have never experienced anything exactly like this before.",Stroke
"Lately, there is a sharp, agonizing stabbing pain deep inside my right ear, and my hearing is distinctly muffled on that side. It has been consistently bothering me for several days.",Ear Infection
"My eye is incredibly itchy and slightly swollen, but my actual vision does not seem to be blurry at all. It is becoming quite difficult to manage.",Conjunctivitis
"There is a horrific burning sensation every single time I urinate, and I feel a constant, desperate urge to go even when my bladder is totally empty. I do not know what to do about it anymore.",UTI
"There are deep, painful pimples all over my cheeks that simply will not go away despite my daily face wash routine. It is extremely frustrating to deal with.",Acne
"I must say, i cannot stop scratching these bumps all over my arms, and some of them have already popped and crusted over.",Chickenpox
"To be honest, i have a splitting headache, a sore throat, and i am so weak that i cannot even stand up to take a shower.",Influenza
"I suddenly feel a terrifying shortness of breath, a cold clammy sweat, and an intense ache between my shoulder blades. It has been consistently bothering me for several days.",Heart Attack
"Unfortunately, i am trying to speak to my husband but the words are coming out as total gibberish, and my right arm feels totally paralyzed. It is becoming quite difficult to manage.",Stroke
"Unfortunately, my chest feels extraordinarily heavy, i am gasping for air, and my lower jaw is aching with a strange intensity. I am starting to get very concerned about it.",Heart Attack
"I am noticing that i have totally lost my appetite, i am running a low fever, and it hurts intensely whenever i cough or walk.",Appendicitis
"I do not have many symptoms, but I have noticed I get minor nosebleeds and feel flushed in the face sometimes. It is becoming quite difficult to manage.",Hypertension
"For the past few days, i have a deep, dull throbbing ache in my knees that makes walking up the stairs a monumental task. It is extremely frustrating to deal with.",Arthritis
"I am noticing that my knee is incredibly stiff, warm to the touch, and it pulses with an agonizing pain whenever i try to bend it. I have never experienced anything exactly like this before.",Gout
"I am noticing that i have a terrible sore throat, my voice is absolutely muffled, and i have awful bad breath that i simply cannot brush away.",Tonsillitis
"I am noticing that my skin has become uncomfortably dry, my hair is thinning at the crown, and i am constantly shivering even in warm rooms.",Hypothyroidism
"I experience severe congestion and postnasal drip every spring, yet my body feels otherwise perfectly fine. It is becoming quite difficult to manage.",Allergic Rhinitis
"The pain in my flank comes in intense, agonizing waves, and I noticed my urine was tinged pink with blood this morning. I do not know what to do about it anymore.",Kidney Stones
"Recently, i am writhing in bed because the pain in my side is so excruciating, and i feel intensely nauseous from the agony. I do not know what to do about it anymore.",Kidney Stones
"It feels as though my cold has moved down into my lungs, and I am wheezing slightly when I take a deep breath. It is becoming quite difficult to manage.",Bronchitis
"It is hard to explain, but there are deep, painful pimples all over my cheeks that simply will not go away despite my daily face wash routine. I am hoping to find some relief soon.",Acne
"My stomach is cramping aggressively, and I have been stuck on the toilet with watery diarrhea all morning. The symptoms are really impacting my daily routine.",Gastroenteritis
"Unfortunately, i feel a constant, nagging urgency to use the bathroom, but often i cannot actually pass anything when i try. I do not know what to do about it anymore.",IBS
"I started seeing weird zigzag lines in my vision, and shortly after, a severe, nauseating headache entirely incapacitated me. It is becoming quite difficult to manage.",Migraine
"Recently, my eye is incredibly itchy and slightly swollen, but my actual vision does not seem to be blurry at all. The symptoms are really impacting my daily routine.",Conjunctivitis
"Lately, it feels exactly like there is a tight, heavy band squeezing all the way around my head, especially across my forehead. It is becoming quite difficult to manage.",Tension Headache
"My stomach ties itself in knots, my palms sweat profusely, and I feel entirely on edge during normal conversations. I do not know what to do about it anymore.",Anxiety Disorder
"Recently, i woke up in the middle of the night to a sudden, fiery pain in my ankle that feels like glass shards in my joint. The symptoms are really impacting my daily routine.",Gout
"I was suddenly hit by overwhelming fatigue yesterday, accompanied by a high fever, severe chills, and agonizing muscle aches. I do not know what to do about it anymore.",Influenza
"I must say, i feel a lot of fluid pressure behind my eardrum, and there is a yellowish discharge leaking out onto my pillow. The symptoms are really impacting my daily routine.",Ear Infection
"My eye is incredibly itchy and slightly swollen, but my actual vision does not seem to be blurry at all. It is becoming quite difficult to manage.",Conjunctivitis
"For the past few days, i am dealing with persistent blemishes on my forehead, but they are relatively mild and do not hurt. It is becoming quite difficult to manage.",Acne
"I must say, my throat is intensely sore, the glands in my neck are swollen to the size of marbles, and i am running a moderate fever.",Tonsillitis
"Recently, i feel utterly exhausted after every meal, i am losing weight without trying, and my mouth is always totally parched. It is becoming quite difficult to manage.",Type 2 Diabetes
"I must say, i have a stinging pain at the end of urination, and i feel a heavy, uncomfortable pressure right above my pubic bone. It is becoming quite difficult to manage.",UTI
"I feel utterly exhausted after every meal, I am losing weight without trying, and my mouth is always totally parched. I am hoping to find some relief soon.",Type 2 Diabetes
"To be honest, my stomach is churning violently, and i am alternating between terrible chills and a high fever in the bathroom. It has been consistently bothering me for several days.",Food Poisoning
"Recently, my abdomen is rumbling loudly, i am constantly nauseous, and my entire body feels totally drained of energy. I am hoping to find some relief soon.",Gastroenteritis
"To be honest, my heart races sometimes when i climb stairs, and i just do not have the energy i used to possess. I am hoping to find some relief soon.",Anaemia
"I must say, the skin on the inside of my elbows is brutally dry, flaky, and so itchy that i scratch it until it bleeds. It is becoming quite difficult to manage.",Eczema
"It is hard to explain, but my vision occasionally gets a little blurry and i feel dizzy upon waking up, though the symptoms fade quickly.",Hypertension
"I get a horrific burning sensation right behind my breastbone, especially when I lay down after eating a large meal. It is becoming quite difficult to manage.",GERD
"My eye is incredibly itchy and slightly swollen, but my actual vision does not seem to be blurry at all. It is becoming quite difficult to manage.",Conjunctivitis
"Whenever I step outside into the pollen, my nose immediately starts running and my eyes become incredibly itchy. I do not know what to do about it anymore.",Allergic Rhinitis
"Lately, i have a persistent cough that produces no phlegm, and my airways feel constricted whenever i am around cats.",Asthma
"For the past few days, i just lost all physical strength in my left arm and leg out of nowhere, and my balance is totally gone.",Stroke
"My oxygen feels low, my lips have a slight blue tint, and I am sweating profusely while coughing uncontrollably.",Pneumonia
"I have a splitting headache, a sore throat, and I am so weak that I cannot even stand up to take a shower. It is becoming quite difficult to manage.",Influenza
"I started seeing weird zigzag lines in my vision, and shortly after, a severe, nauseating headache wholly incapacitated me. It is becoming quite difficult to manage.",Migraine
"Unfortunately, the pain started mildly around my belly button yesterday, but now it has moved lower and i feel incredibly nauseous.",Appendicitis
"Lately, my chest hurts from coughing so forcefully, but i am finally starting to expel some green phlegm. I have never experienced anything exactly like this before.",Bronchitis
"I cannot stop scratching these bumps all over my arms, and some of them have already popped and crusted over. I am starting to get very concerned about it.",Chickenpox
"To be honest, my entire body aches terribly, i have a scratching sore throat, and i am running a moderate fever. The symptoms are really impacting my daily routine.",COVID-19
"For the past few days, i generally feel perfectly fine, but my doctor warned me that my blood pressure readings are consistently dangerously high. The symptoms are really impacting my daily routine.",Hypertension
"To be honest, my knee is incredibly stiff, warm to the touch, and it pulses with an agonizing pain whenever i try to bend it.",Gout
"It is hard to explain, but i am experiencing severe brain fog, my memory feels terrible, and my bowel movements have become very sluggish. It has been consistently bothering me for several days.",Hypothyroidism
"I have noticed a massive breakout of cystic spots on my jawline, and it is highly tender to the touch. I am hoping to find some relief soon.",Acne
"For the past few days, the skin on the inside of my elbows is brutally dry, flaky, and so itchy that i scratch it until it bleeds.",Eczema
"My skin is totally covered in blackheads and whiteheads, though I do not feel any physical pain. It has been consistently bothering me for several days.",Acne
"I am noticing that i am trying to speak to my husband but the words are coming out as total gibberish, and my right arm feels totally paralyzed. It has been consistently bothering me for several days.",Stroke
"I must say, i experience severe congestion and postnasal drip every spring, yet my body feels otherwise perfectly fine. It is extremely frustrating to deal with.",Allergic Rhinitis
"My throat feels scratchy and my eyes are watering constantly, which makes it very hard to focus on my work. I am hoping to find some relief soon.",Allergic Rhinitis
"I feel a constant, nagging urgency to use the bathroom, but often I cannot actually pass anything when I try. It is becoming quite difficult to manage.",IBS
"I must say, the pain started mildly around my belly button yesterday, but now it has moved lower and i feel incredibly nauseous.",Appendicitis
"Unfortunately, i cannot stop scratching these bumps all over my arms, and some of them have already popped and crusted over.",Chickenpox
"Recently, my heart pounds rapidly in my chest for absolutely no reason, and i am gripped by a terror i cannot control.",Anxiety Disorder
"My oxygen feels low, my lips have a slight blue tint, and I am sweating profusely while coughing uncontrollably. I have never experienced anything exactly like this before.",Pneumonia
"I am noticing that i get awful, sharp cramps in my lower belly and extreme bloating that only improves after i manage to pass a bowel movement. It is extremely frustrating to deal with.",IBS
"I have a dull ache in my left ear and a ringing sound that simply will not stop, making it impossible to focus.",Ear Infection
"I must say, i feel a deep, drilling pain behind my left eye, and the headache is so severe that i have to lie in a totally dark room. I am hoping to find some relief soon.",Migraine
"Unfortunately, i feel a lot of fluid pressure behind my eardrum, and there is a yellowish discharge leaking out onto my pillow. I do not know what to do about it anymore.",Ear Infection
"I am dealing with a deep, hacking cough that brings up thick yellow mucus, and my chest feels heavy and sore.",Bronchitis
"Recently, my face feels very tender to the touch, my nose is wholly blocked, and i have a headache that gets significantly worse when i bend over. I do not know what to do about it anymore.",Sinusitis
"I cannot stop sneezing and my nasal passages are completely blocked, although I do not have a fever.",Allergic Rhinitis
"To be honest, my heart races sometimes when i climb stairs, and i just do not have the energy i used to possess.",Anaemia
"I am constantly worrying about the future, and my mind simply will not shut off when I try to sleep at night.",Anxiety Disorder
"For the past few days, i am dealing with persistent blemishes on my forehead, but they are relatively mild and do not hurt.",Acne
"To be honest, i have a deep, dull throbbing ache in my knees that makes walking up the stairs a monumental task. It is extremely frustrating to deal with.",Arthritis
"I am trying to speak to my husband but the words are coming out as total gibberish, and my right arm feels totally paralyzed. It is extremely frustrating to deal with.",Stroke
"My heart races sometimes when I climb stairs, and I just do not have the energy I used to possess. I am starting to get very concerned about it.",Anaemia
"My head is throbbing violently with every heartbeat, I am incredibly sensitive to loud noises, and I keep throwing up. I am starting to get very concerned about it.",Migraine
"I am noticing that it feels exactly like there is a tight, heavy band squeezing all the way around my head, especially across my forehead. It is extremely frustrating to deal with.",Tension Headache
"My vision occasionally gets a little blurry and I feel dizzy upon waking up, though the symptoms fade quickly. It has been consistently bothering me for several days.",Hypertension
"I generally feel perfectly fine, but my doctor warned me that my blood pressure readings are consistently dangerously high.",Hypertension
"For the past few days, my face looks puffy, my voice sounds unusually hoarse, and i feel absolutely drained of all physical energy.",Hypothyroidism
"It is hard to explain, but my scalp feels tender and my head aches dully, mostly toward the end of a long, stressful day staring at my computer screen. It is becoming quite difficult to manage.",Tension Headache
"I cannot stop scratching these bumps all over my arms, and some of them have already popped and crusted over. I am hoping to find some relief soon.",Chickenpox
"It is hard to explain, but i am dealing with chronic pain in my hips that flares up terribly whenever the weather becomes cold and damp.",Arthritis
"Unfortunately, the joint at the base of my big toe is swollen, bright red, and so excruciatingly painful that i cannot wear a shoe. I am hoping to find some relief soon.",Gout
"I am noticing that my vision has been getting somewhat blurry over the last few months, and my hands and feet tingle with a strange numbness.",Type 2 Diabetes
"I feel incredibly sick to my stomach, my bowels are totally liquid, and I am running a mild fever. I am hoping to find some relief soon.",Gastroenteritis
"My scalp feels tender and my head aches dully, mostly toward the end of a long, stressful day staring at my computer screen. It is extremely frustrating to deal with.",Tension Headache
"To be honest, i am feeling a bit under the weather with mild sinus pressure and a tickle in my throat that will not go away. It has been consistently bothering me for several days.",Common Cold
"To be honest, i am dealing with simultaneous vomiting and loose stools, making me feel dangerously dehydrated and weak. It is extremely frustrating to deal with.",Gastroenteritis
"I am noticing that i have noticed a massive breakout of cystic spots on my jawline, and it is unusually tender to the touch. I am starting to get very concerned about it.",Acne
"For the past few days, i am feeling a bit under the weather with mild sinus pressure and a tickle in my throat that will not go away.",Common Cold
"Unfortunately, i do not have many symptoms, but i have noticed i get minor nosebleeds and feel flushed in the face sometimes.",Hypertension
"Recently, it feels exactly like there is a tight, heavy band squeezing all the way around my head, especially across my forehead.",Tension Headache
"Recently, my chest hurts from coughing so forcefully, but i am finally starting to expel some green phlegm.",Bronchitis
"I am crying frequently for no clear reason, and my appetite has wholly disappeared over the last few weeks. It is becoming quite difficult to manage.",Depression
"I am noticing that the skin on my shoulder was tingling and itching for days, and today it broke out in a clustered, very painful rash. It is extremely frustrating to deal with.",Shingles
"For the past few days, i am dealing with simultaneous vomiting and loose stools, making me feel dangerously dehydrated and weak. It is extremely frustrating to deal with.",Gastroenteritis
"To be honest, i cannot stop coughing, especially when i lay down to sleep, and i have a mild fever with body aches. It is becoming quite difficult to manage.",Bronchitis
"My wrists feel locked up and painful, although the stiffness does tend to improve slightly once I start moving around. I am starting to get very concerned about it.",Arthritis
"For the past few days, there is a sharp, agonizing stabbing pain deep inside my right ear, and my hearing is distinctly muffled on that side.",Ear Infection
"I cannot stop shivering from my fever, and I have a persistent cough that makes my chest ache terribly. It has been consistently bothering me for several days.",Pneumonia
"I experience severe congestion and postnasal drip every spring, yet my body feels otherwise perfectly fine. I do not know what to do about it anymore.",Allergic Rhinitis
"The pain started mildly around my belly button yesterday, but now it has moved lower and I feel incredibly nauseous. It is becoming quite difficult to manage.",Appendicitis
"For the past few days, i have lost my sense of smell totally due to the congestion, and there is a terrible, persistent ache in my upper jaw. It has been consistently bothering me for several days.",Sinusitis
"Unfortunately, the joint at the base of my big toe is swollen, bright red, and so excruciatingly painful that i cannot wear a shoe.",Gout
"I am dealing with persistent blemishes on my forehead, but they are relatively mild and do not hurt.",Acne
"For the past few days, it feels like there is a dark cloud over my head every day, and i am wholly exhausted even after sleeping ten hours.",Depression
"I feel utterly exhausted after every meal, I am losing weight without trying, and my mouth is always totally parched. I have never experienced anything exactly like this before.",Type 2 Diabetes
"To be honest, i am writhing in bed because the pain in my side is so excruciating, and i feel intensely nauseous from the agony.",Kidney Stones
"Recently, i am experiencing a crushing, suffocating pressure in the dead center of my chest, and the pain is radiating down my left arm.",Heart Attack
"Recently, i have fluid filled blisters on one side of my face, accompanied by a mild fever and a deep, burning ache.",Shingles
"It is hard to explain, but i am suffering from a sharp, relentless pain in my lower back that wraps around my side and shoots down into my groin.",Kidney Stones
"Recently, i am constantly worrying about the future, and my mind simply will not shut off when i try to sleep at night.",Anxiety Disorder
"I am suffering from explosive diarrhea and cold sweats, and I cannot even keep a single sip of water down. I am starting to get very concerned about it.",Food Poisoning
"I am dealing with chronic dry skin on my face that turns into angry, inflamed scales when the weather gets cold. I do not know what to do about it anymore.",Eczema
"To be honest, my nose is severely congested and i feel incredibly run down, although my breathing remains perfectly normal so far. It has been consistently bothering me for several days.",COVID-19
"My stomach is unusually tender to the touch on the right side, and I just threw up everything I ate for breakfast. The symptoms are really impacting my daily routine.",Appendicitis
"I am experiencing severe brain fog, my memory feels terrible, and my bowel movements have become very sluggish. I am hoping to find some relief soon.",Hypothyroidism
"Unfortunately, i feel deeply, chronically fatigued all the time, and i am gaining weight rapidly despite changing absolutely nothing about my diet. I am hoping to find some relief soon.",Hypothyroidism
"I feel a profound, heavy emptiness inside, and I simply cannot find joy in any of the hobbies I used to love. I do not know what to do about it anymore.",Depression
"I cannot catch my breath at all after jogging a short distance, and I am coughing violently in the cold air. It is extremely frustrating to deal with.",Asthma
"Occasionally I get a dull, throbbing headache at the back of my skull and hear a faint buzzing in my ears.",Hypertension
"To be honest, there is a severe, localized pain just below my ribs on the right side, and it burns intensely when i try to urinate. The symptoms are really impacting my daily routine.",Kidney Stones
"It is hard to explain, but my abdomen is rumbling loudly, i am constantly nauseous, and my entire body feels totally drained of energy. I do not know what to do about it anymore.",Gastroenteritis
"My chest feels tight and burns terribly, and it is accompanied by a dry, raspy cough that worsens at night. It has been consistently bothering me for several days.",GERD
"It is hard to explain, but i am experiencing severe brain fog, my memory feels terrible, and my bowel movements have become very sluggish. I have never experienced anything exactly like this before.",Hypothyroidism
"I have a splitting headache, a sore throat, and I am so weak that I cannot even stand up to take a shower. It has been consistently bothering me for several days.",Influenza
"Lately, i suddenly feel a terrifying shortness of breath, a cold clammy sweat, and an intense ache between my shoulder blades. I am hoping to find some relief soon.",Heart Attack
"I am experiencing sharp pain on both sides of my throat when I drink water, and I feel generally exhausted and feverish. It is becoming quite difficult to manage.",Tonsillitis
"I am dealing with persistent blemishes on my forehead, but they are relatively mild and do not hurt. The symptoms are really impacting my daily routine.",Acne
"For the past few days, my stomach ties itself in knots, my palms sweat profusely, and i feel totally on edge during normal conversations. It is extremely frustrating to deal with.",Anxiety Disorder
"I am trying to speak to my husband but the words are coming out as total gibberish, and my right arm feels totally paralyzed. I am hoping to find some relief soon.",Stroke
"To be honest, my ear is throbbing constantly, i am running a slight fever, and it hurts terribly when i chew my food.",Ear Infection
"I am noticing that the pain started mildly around my belly button yesterday, but now it has moved lower and i feel incredibly nauseous.",Appendicitis
"To be honest, i was suddenly hit by overwhelming fatigue yesterday, accompanied by a high fever, severe chills, and agonizing muscle aches.",Influenza
"I have a splitting headache, a sore throat, and I am so weak that I cannot even stand up to take a shower. It is becoming quite difficult to manage.",Influenza
"To be honest, my vision abruptly became very blurry in my left eye, and i am experiencing a sudden, phenomenally severe headache unlike anything else. I am starting to get very concerned about it.",Stroke
"Recently, the pain started mildly around my belly button yesterday, but now it has moved lower and i feel incredibly nauseous.",Appendicitis
"For the past few days, i have a terrible sore throat, my voice is entirely muffled, and i have awful bad breath that i simply cannot brush away.",Tonsillitis
"I just lost all physical strength in my left arm and leg out of nowhere, and my balance is wholly gone. The symptoms are really impacting my daily routine.",Stroke
"I am dealing with pitted, discolored fingernails and dry, scaly patches of skin on my lower back that will not heal. It is becoming quite difficult to manage.",Psoriasis
"My stomach ties itself in knots, my palms sweat profusely, and I feel entirely on edge during normal conversations. It is extremely frustrating to deal with.",Anxiety Disorder
"I am incredibly thirsty all the time no matter how much water I drink, and I find myself having to urinate constantly throughout the day and night. It has been consistently bothering me for several days.",Type 2 Diabetes
"I am experiencing sharp pain on both sides of my throat when I drink water, and I feel generally exhausted and feverish.",Tonsillitis
"I am writhing in bed because the pain in my side is so excruciating, and I feel intensely nauseous from the agony. It is extremely frustrating to deal with.",Kidney Stones
"I generally feel perfectly fine, but my doctor warned me that my blood pressure readings are consistently dangerously high. I have never experienced anything exactly like this before.",Hypertension
"My knee is incredibly stiff, warm to the touch, and it pulses with an agonizing pain whenever I try to bend it. It has been consistently bothering me for several days.",Gout
"I must say, i have been violently throwing up and dealing with severe stomach cramps ever since i ate that questionable seafood.",Food Poisoning
"Recently, my stomach ties itself in knots, my palms sweat profusely, and i feel wholly on edge during normal conversations.",Anxiety Disorder
"Lately, i have noticed a massive breakout of cystic spots on my jawline, and it is profoundly tender to the touch. It is extremely frustrating to deal with.",Acne
"I am experiencing a crushing, suffocating pressure in the dead center of my chest, and the pain is radiating down my left arm. It is becoming quite difficult to manage.",Heart Attack
I am feeling a bit under the weather with mild sinus pressure and a tickle in my throat that will not go away. It is extremely frustrating to deal with.,Common Cold
"For the past few days, there are deep, painful pimples all over my cheeks that simply will not go away despite my daily face wash routine. The symptoms are really impacting my daily routine.",Acne
"For the past few days, my skin has become uncomfortably dry, my hair is thinning at the crown, and i am constantly shivering even in warm rooms. I do not know what to do about it anymore.",Hypothyroidism
"For the past few days, my hands are covered in tiny blisters and the skin is peeling off, which makes washing dishes profoundly painful. It has been consistently bothering me for several days.",Eczema
"I must say, there is a horrific burning sensation every single time i urinate, and i feel a constant, desperate urge to go even when my bladder is totally empty. It is becoming quite difficult to manage.",UTI
"Lately, i have a persistent cough that produces no phlegm, and my airways feel constricted whenever i am around cats.",Asthma
"For the past few days, getting out of my bed requires more energy than i have, and i am struggling with overwhelming feelings of worthlessness.",Depression
"I am noticing that i have lost my sense of smell totally due to the congestion, and there is a terrible, persistent ache in my upper jaw.",Sinusitis
"Recently, i feel incredibly sick to my stomach, my bowels are entirely liquid, and i am running a mild fever.",Gastroenteritis
