symptom_description,disease_label
"I have had pressure in my head for for the past few weeks, and I keep noticing occasional dizziness as well as mild headaches. It has been a real nuisance. Also, i do not have a skin rash.",Hypertension
"Lately I feel like I have I feel drained, blurred vision, and my mouth feels dry. I am sleeping poorly because of it. It feels severe and hard to ignore. One thing I can say is, i do not have a skin rash with blisters.",Type 2 Diabetes
"For on and off for months, I have noticed a racing heart when nothing is happening, constant worrying, and I have trouble sleeping. Also, i do not have a productive cough. I am sleeping poorly because of it. I have not noticed much improvement.",Anxiety Disorder
"I feel my upper teeth ache a bit, I have post nasal drip, and my nose is stuffed up today. It feels moderate and annoying. I am struggling to get through the day. It is knocking me about. On top of that, i do not have a rash.",Sinusitis
"I feel reduced movement in my joints, my knees feel puffy, and swollen finger joints today. It feels severe and hard to ignore. it is getting in the way of my normal day. It is knocking me about. Also, i do not notice stomach cramps.",Arthritis
"Lately I feel like I have some areas crack and sting, the patches look well defined, and it keeps coming back in the same spots. I am struggling to get through the day. It feels pretty intense today. At the same time, i do not have a fever.",Psoriasis
"I started with I feel uncomfortable after some meals, and now I also have constipation on other days and bloating. It feels moderate and annoying. On top of that, i do not have a cough. I have been trying to take it easy.",IBS
"Since earlier, I have had constipation on other days, stomach cramps, and bloating for for quite a while. It feels mild but persistent. I am sleeping poorly because of it. On top of that, i do not have blood in my vomit. it does not seem to settle fully.",IBS
"I have been dealing with red inflamed patches on my skin and some patches are flaky, and I also notice my skin feels rough. It feels mild but persistent. I feel rough overall. Also, i do not have a cough.",Eczema
"For all week, I have noticed itching in my nose and throat, constant sneezing, and my sinuses feel irritated. At least, i do not have body aches. I am finding it hard to focus. I have not noticed much improvement.",Allergic Rhinitis
"Lately I feel like I have constant tiredness, I get worn out very easily, and looking unusually pale. it is getting in the way of my normal day. It feels mild but persistent. At the same time, i do not have a cough.",Anaemia
"I have had shortness of breath for since a short while ago, and I keep noticing sweating for no clear reason as well as rest is not helping. I feel off in myself. One thing I can say is, i do not have a rash.",Heart Attack
"I started with I keep burping, and now I also have my chest feels hot after eating and heavy meals make it worse. It feels pretty intense today. One thing I can say is, i do not have a rash. it does not seem to settle fully.",GERD
"For for a few days, I have noticed I keep burping, discomfort that gets worse when I lie down, and my chest feels hot after eating. Also, i do not have diarrhea. I am uncomfortable enough that it is affecting my routine. I do not think it is from anything obvious.",GERD
"For for the past day, I have noticed I have no appetite, I feel dehydrated, and stomach cramps. One thing I can say is, i do not have itchy eyes. I am uncomfortable enough that it is affecting my routine. I have not noticed much improvement.",Gastroenteritis
"I started with dry raised skin patches, and now I also have the patches look well defined and my skin feels irritated. It feels moderate and annoying. One thing I can say is, i do not have diarrhea. I do not think it is from anything obvious.",Psoriasis
"I have had my stomach is all over the place for for quite a while, and I keep noticing abdominal discomfort that comes and goes as well as my belly feels gassy. It is knocking me about. At the same time, i do not have a skin rash.",IBS
"For most days lately, I have noticed loss of interest in things I usually enjoy, I feel hopeless, and my appetite has changed. At least, i do not have a productive cough. it is making simple tasks feel harder. I have been trying to take it easy.",Depression
"I feel high fever, my head hurts, and I feel like I got hit by a truck today. It feels pretty intense today. I am finding it hard to focus. I feel rough overall. On top of that, i do not have a rash.",Influenza
"I have had soap seems to irritate it, the rash keeps coming back, and my skin feels rough for for several days. It feels pretty intense today. it is getting in the way of my normal day. One thing I can say is, i do not have severe stomach pain. I notice it more at certain times of day.",Eczema
"I feel I have post nasal drip, a headache with sinus pressure, and my face feels full and heavy today. It feels mild but persistent. I am sleeping poorly because of it. It is really starting to get on my nerves. On top of that, i do not have a rash.",Sinusitis
"I have had the flaking is noticeable for for weeks, and I keep noticing flaky skin on my scalp as well as dry raised skin patches. It is really starting to get on my nerves. At the same time, i do not have a fever.",Psoriasis
"I have had aching joints for for a long time, and I keep noticing the pain gets worse after activity as well as it takes me time to loosen up. It is really starting to get on my nerves. On top of that, i do not have a sore throat.",Arthritis
"I started with my chest feels tight after walking, and now I also have I feel breathless around dust and wheezing. It feels mild but persistent. Also, i do not have crushing chest pain. it does not seem to settle fully.",Asthma
"For very suddenly, I have noticed my throat is sore, chills, and extreme tiredness. Also, i do not have ear discharge. I am sleeping poorly because of it. I notice it more at certain times of day.",Influenza
"I have had my face feels full and heavy for for about a week, and I keep noticing my nose is stuffed up as well as thick nasal mucus. It has been a real nuisance. At least, i do not have burning when i pee.",Sinusitis
"I have had diarrhea for shortly after I ate, and I keep noticing I feel weak and washed out as well as I cannot keep food down. It is knocking me about. One thing I can say is, i do not have a blocked nose.",Food Poisoning
"I feel strong body aches, I feel shivery and weak, and my head hurts today. It feels mild but persistent. it is making simple tasks feel harder. It is knocking me about. At the same time, i do not have swollen toe joints.",Influenza
"I started with I have no appetite, and now I also have I feel dehydrated and my stomach feels upset. It feels pretty intense today. At least, i do not have ear pain. it does not seem to settle fully.",Gastroenteritis
"Lately I feel like I have my chest feels hot after eating, discomfort that gets worse when I lie down, and burning in my chest after meals. I am sleeping poorly because of it. It feels mild but persistent. Also, i do not have a rash.",GERD
"I feel feeling sick after eating, vomiting, and my stomach is churning today. It feels severe and hard to ignore. I am sleeping poorly because of it. I feel off in myself. One thing I can say is, i do not have a rash.",Food Poisoning
"For the past few days, I have had flaky skin on my scalp, red plaques with silvery scale, and some areas crack and sting for for quite a while. It feels moderate and annoying. it is making simple tasks feel harder. Also, i do not have burning when i pee. I have not noticed much improvement.",Psoriasis
"For more and more lately, I have been dealing with my hands and feet feel cold, I get worn out very easily, and feeling weak even after resting. it is getting in the way of my normal day. It is really starting to get on my nerves. At least, i do not have a sore throat.",Anaemia
"I feel sudden nausea, I feel a bit feverish, and diarrhea today. It feels mild but persistent. it is making simple tasks feel harder. It is really starting to get on my nerves. At the same time, i do not have joint stiffness.",Food Poisoning
"For since last night, I have been dealing with diarrhea, sudden nausea, and feeling sick after eating. I am uncomfortable enough that it is affecting my routine. I feel rough overall. One thing I can say is, i do not have a blocked nose.",Food Poisoning
"For the past few days, I have had my breathing sounds whistly, tightness in my chest, and I feel breathless around dust for for a couple of days. It feels pretty intense today. I am sleeping poorly because of it. At the same time, i do not have crushing chest pain. I have not noticed much improvement.",Asthma
"For for a while now, I have noticed cracked skin, the area stings when I scratch, and red inflamed patches on my skin. At the same time, i do not have a cough. I am struggling to get through the day. I notice it more at certain times of day.",Eczema
"For all week, I have been dealing with my sinuses feel irritated, the symptoms get worse outside, and a runny nose that will not stop. it is making simple tasks feel harder. I feel rough overall. One thing I can say is, i do not feel flu like.",Allergic Rhinitis
"Lately I feel like I have watery eyes, a gritty feeling in my eyes, and itchy irritated eyes. I am struggling to get through the day. It feels mild but persistent. At the same time, i do not have burning when i pee.",Conjunctivitis
"I feel the pain often eases after I use the toilet, constipation on other days, and my belly feels gassy today. It feels mild but persistent. I am uncomfortable enough that it is affecting my routine. I feel rough overall. One thing I can say is, i do not have blood in my vomit.",IBS
"For since earlier today, I have been dealing with heavy pressure in my chest, a crushing feeling in my chest, and I feel lightheaded. I am struggling to get through the day. It is knocking me about. At the same time, i do not have a blocked nose.",Heart Attack
"I feel pain that is worst at night, it came on all of a sudden, and even the bedsheet hurts against it today. It feels mild but persistent. I am finding it hard to focus. It is knocking me about. One thing I can say is, i do not have a cough.",Gout
"Lately I feel like I have extreme tiredness, I feel shivery and weak, and strong body aches. I am uncomfortable enough that it is affecting my routine. It feels mild but persistent. On top of that, i do not have a rash.",Influenza
"For on and off for a long time, I have been dealing with I feel uncomfortable after some meals, bloating, and my belly feels gassy. I am uncomfortable enough that it is affecting my routine. It is really starting to get on my nerves. At the same time, i do not have a cough.",IBS
"For for a couple of days, I have been dealing with a stripe like rash, the rash is only on one side, and the area feels sore even before touching it. I am struggling to get through the day. It is knocking me about. At least, i do not have a runny nose.",Shingles
"I started with sharp pain in my lower right abdomen, and now I also have pain that started near my belly button and moved to the lower right side and walking makes the pain worse. It comes and goes but keeps bothering me. Also, i do not notice a skin rash. I have not noticed much improvement.",Appendicitis
"I feel red inflamed patches on my skin, some patches are flaky, and cracked skin today. It feels moderate and annoying. it is getting in the way of my normal day. I feel rough overall. One thing I can say is, i do not have burning when i pee.",Eczema
"I started with pain that gets worse when I move, and now I also have nausea with stomach pain and walking makes the pain worse. It comes and goes but keeps bothering me. At least, i do not notice a skin rash. I do not think it is from anything obvious.",Appendicitis
"I have been dealing with my chest feels tight after walking and wheezing, and I also notice tightness in my chest. It feels severe and hard to ignore. It is knocking me about. On top of that, i do not have crushing chest pain.",Asthma
"For since this morning, I have noticed nausea with stomach pain, a tender belly on the right side, and sharp pain in my lower right abdomen. At least, i do not notice a skin rash. it is making simple tasks feel harder. I notice it more at certain times of day.",Appendicitis
"I feel I have lost my appetite, pain that gets worse when I move, and sharp pain in my lower right abdomen today. It feels severe and hard to ignore. I am sleeping poorly because of it. It is really starting to get on my nerves. At least, i do not have a runny nose.",Appendicitis
"For since last week, I have been dealing with shortness of breath, I get out of breath easily, and fever. I am struggling to get through the day. It has been a real nuisance. On top of that, i do not have itchy eyes.",Pneumonia
"I have had my shoulders feel tense for for several hours, and I keep noticing pressure at the back of my head as well as stress seems to bring it on. It is really starting to get on my nerves. At least, i do not have a rash.",Tension Headache
"I have been dealing with pressure at the back of my head and tightness around my forehead, and I also notice aching in my temples. It feels severe and hard to ignore. It has been a real nuisance. At least, i do not have flashing lights.",Tension Headache
"I started with my joints feel creaky, and now I also have reduced movement in my joints and gripping things feels harder. It feels pretty intense today. Also, i do not have a sore throat. I notice it more at certain times of day.",Arthritis
"Lately I feel like I have strong body aches, my head hurts, and I feel shivery and weak. I am uncomfortable enough that it is affecting my routine. It feels moderate and annoying. On top of that, i do not have a rash.",Influenza
"I started with I have no appetite, and now I also have diarrhea and I feel dehydrated. It feels mild but persistent. One thing I can say is, i do not have itchy eyes. I notice it more at certain times of day.",Gastroenteritis
"I started with I sometimes see flashing lights, and now I also have moving makes it worse and I need to lie in a dark room. It feels severe and hard to ignore. One thing I can say is, i do not have burning when i pee. I notice it more at certain times of day.",Migraine
"I have had constant tiredness for more and more lately, and I keep noticing shortness of breath with little effort as well as dizziness when I stand up. It is really starting to get on my nerves. At the same time, i do not have a cough.",Anaemia
"I have been dealing with my face feels droopy on one side and the symptoms came on suddenly, and I also notice my smile feels uneven. It feels pretty intense today. It is really starting to get on my nerves. At least, i do not have a runny nose.",Stroke
"Lately I feel like I have itchy patches on my elbows, it keeps coming back in the same spots, and the flaking is noticeable. it is making simple tasks feel harder. It feels pretty intense today. Also, i do not have a cough.",Psoriasis
"I have been dealing with tightness in my chest from stress and feeling on edge all the time, and I also notice I feel shaky and tense. It feels moderate and annoying. It has been a real nuisance. At least, i do not have vomiting.",Anxiety Disorder
"I have been dealing with tightness in my chest from stress and restlessness that I cannot settle, and I also notice my stomach gets tied in knots. It comes and goes but keeps bothering me. It is knocking me about. At the same time, i do not notice a rash.",Anxiety Disorder
"Lately, I have been dealing with I feel shivery, a deep cough, and bringing up phlegm for for a few days. It comes and goes but keeps bothering me. I am uncomfortable enough that it is affecting my routine. At least, i do not have itchy eyes. I notice it more at certain times of day.",Pneumonia
"I have been noticing reduced movement in my joints, it takes me time to loosen up, and stiffness in my knees and hands for for a long time. It feels severe and hard to ignore. I am struggling to get through the day. One thing I can say is, i do not have a cough. I have not noticed much improvement.",Arthritis
"I have been dealing with pain that gets worse when I move and nausea with stomach pain, and I also notice pain that started near my belly button and moved to the lower right side. It feels mild but persistent. It is really starting to get on my nerves. At least, i do not have much diarrhea.",Appendicitis
"I started with the flaking is noticeable, and now I also have it keeps coming back in the same spots and my skin feels irritated. It feels mild but persistent. One thing I can say is, i do not have a fever. I have been trying to take it easy.",Psoriasis
"I have been dealing with vomiting and my stomach feels upset, and I also notice I have no appetite. It comes and goes but keeps bothering me. It is really starting to get on my nerves. At the same time, i do not have a skin rash.",Gastroenteritis
"For for a while now, I have been dealing with the headache is dull rather than sharp, pressure in my head, and I noticed it during a blood pressure check. I am finding it hard to focus. It is knocking me about. At least, i do not have a cough.",Hypertension
"I have been dealing with my knees feel puffy and it takes me time to loosen up, and I also notice reduced movement in my joints. It feels moderate and annoying. It is really starting to get on my nerves. At least, i do not have burning when i pee.",Arthritis
"For since a short while ago, I have noticed sudden numbness in my arm, my face feels droopy on one side, and sudden weakness on one side of my body. At the same time, i do not have a runny nose. I am uncomfortable enough that it is affecting my routine. I notice it more at certain times of day.",Stroke
"Lately I feel like I have my lower back hurts badly on one side, severe pain in my side, and nausea from the pain. I am uncomfortable enough that it is affecting my routine. It comes and goes but keeps bothering me. At least, i do not have a cough.",Kidney Stones
"I have had loss of interest in things I usually enjoy for for a long time, and I keep noticing I feel hopeless as well as very low energy. It is knocking me about. Also, i do not have a fever.",Depression
"I started with stress seems to bring it on, and now I also have it feels like a tight strap around my head and aching in my temples. It feels moderate and annoying. At the same time, i do not have a rash. I have been trying to take it easy.",Tension Headache
"I have been dealing with swollen tonsils and my throat feels raw, and I also notice I feel run down. It feels severe and hard to ignore. I feel rough overall. At the same time, i do not have burning when i pee.",Tonsillitis
"For for quite a while, I have been dealing with the flaking is noticeable, thick scaly patches on my skin, and red plaques with silvery scale. I am noticing it more as the day goes on. It is really starting to get on my nerves. At the same time, i do not have diarrhea.",Psoriasis
"For since last night, I have been dealing with vomiting, my stomach is churning, and I cannot keep food down. I am uncomfortable enough that it is affecting my routine. I feel rough overall. At the same time, i do not have joint stiffness.",Food Poisoning
"Since earlier, I have had reduced hearing on one side, the pain is worse when I lie down, and the side of my face feels sore for for two days. It comes and goes but keeps bothering me. it is getting in the way of my normal day. At least, i do not have swollen finger joints. I do not think it is from anything obvious.",Ear Infection
"I have been dealing with very low energy and I feel hopeless, and I also notice even small tasks feel heavy. It comes and goes but keeps bothering me. It is really starting to get on my nerves. One thing I can say is, i do not have a fever.",Depression
"I feel a swollen hot joint, the area looks inflamed, and the joint feels very tender today. It feels severe and hard to ignore. I am finding it hard to focus. It has been a real nuisance. One thing I can say is, i do not have vomiting.",Gout
"I have been dealing with my words are coming out wrong and trouble speaking clearly, and I also notice sudden weakness on one side of my body. It comes and goes but keeps bothering me. It is really starting to get on my nerves. One thing I can say is, i do not have a runny nose.",Stroke
"I have had I feel a bit feverish for for a few days, and I keep noticing ear pain as well as my ear feels full. I feel rough overall. At the same time, i do not have swollen finger joints.",Ear Infection
"I feel the cramps keep coming back, stomach cramps, and my stomach feels upset today. It feels severe and hard to ignore. it is making simple tasks feel harder. I feel rough overall. Also, i do not have itchy eyes.",Gastroenteritis
"For all of a sudden today, I have noticed a swollen hot joint, sharp joint pain, and even the bedsheet hurts against it. Also, i do not have a sore throat. I am struggling to get through the day. it does not seem to settle fully.",Gout
"I have had I feel uncomfortable in my pelvis for since yesterday, and I keep noticing feeling like I need to pee again right away as well as lower belly discomfort. It is really starting to get on my nerves. On top of that, i do not have chest tightness.",UTI
"Since earlier, I have had the area looks irritated, some spots look swollen, and a few bumps have pus in them for on and off this month. It comes and goes but keeps bothering me. it is making simple tasks feel harder. One thing I can say is, i do not have body aches. it does not seem to settle fully.",Acne
"I keep having it feels like an elephant is sitting on my chest, the pain goes into my jaw, and rest is not helping for for the past hour. It feels pretty intense today. I am noticing it more as the day goes on. One thing I can say is, i do not have itchy eyes. I do not think it is from anything obvious.",Heart Attack
"For since this morning, I have been dealing with pain that gets worse when I move, sharp pain in my lower right abdomen, and pain that started near my belly button and moved to the lower right side. I am finding it hard to focus. It is really starting to get on my nerves. At the same time, i do not notice a skin rash.",Appendicitis
"I started with pain that is worst at night, and now I also have redness around my toe joint and the area looks inflamed. It feels pretty intense today. At least, i do not have vomiting. it does not seem to settle fully.",Gout
"I started with a chesty cough, and now I also have bringing up mucus when I cough and I feel rattly in my chest. It feels severe and hard to ignore. At least, i do not have red itchy eyes. I have been trying to take it easy.",Bronchitis
"I feel rest is not helping, the pain goes into my jaw, and pain spreading into my left arm today. It feels moderate and annoying. I am struggling to get through the day. It is knocking me about. Also, i do not have a rash.",Heart Attack
"I have had stomach cramps, feeling sick after eating, and vomiting for since last night. It feels moderate and annoying. it is making simple tasks feel harder. At least, i do not have ear pain. I notice it more at certain times of day.",Food Poisoning
"I started with the breakouts keep flaring up, and now I also have whiteheads and blackheads around my nose and forehead and the area looks irritated. It feels severe and hard to ignore. One thing I can say is, i do not have a fever. I notice it more at certain times of day.",Acne
"I have had I find it hard to focus for for a long time, and I keep noticing even small tasks feel heavy as well as feeling empty. It has been a real nuisance. Also, i do not have a rash.",Depression
"For the past few days, I have had I sometimes feel fine but my readings stay high, repeated high blood pressure readings, and I noticed it during a blood pressure check for for the past few weeks. It feels severe and hard to ignore. it is making simple tasks feel harder. At the same time, i do not have a skin rash. I do not think it is from anything obvious.",Hypertension
"Lately I feel like I have red eyes, I keep wanting to rub them, and one eye started first and now both feel irritated. I am finding it hard to focus. It comes and goes but keeps bothering me. On top of that, i do not have a cough.",Conjunctivitis
"Lately I feel like I have I can still function but it is annoying, aching in my temples, and it feels like a tight strap around my head. it is getting in the way of my normal day. It feels moderate and annoying. One thing I can say is, i do not have burning when i pee.",Tension Headache
"I have had vomiting for since last night, and I keep noticing I feel weak as well as I feel dehydrated. It is knocking me about. Also, i do not have a skin rash.",Gastroenteritis
"I feel some areas crack and sting, dry raised skin patches, and red plaques with silvery scale today. It feels moderate and annoying. I am finding it hard to focus. It is knocking me about. On top of that, i do not have burning when i pee.",Psoriasis
"I started with shortness of breath, and now I also have it feels like an elephant is sitting on my chest and I feel sick to my stomach. It feels mild but persistent. Also, i do not have a blocked nose. I have been trying to take it easy.",Heart Attack
"I feel my chest feels tight after walking, trouble getting a full breath, and shortness of breath today. It feels moderate and annoying. I am sleeping poorly because of it. It has been a real nuisance. On top of that, i do not notice a rash.",Asthma
"For for weeks, I have been dealing with feeling very thirsty, blurred vision, and I feel drained. it is making simple tasks feel harder. It is knocking me about. On top of that, i do not have a sore throat.",Type 2 Diabetes
"Lately I feel like I have pain spreading into my left arm, I feel sick to my stomach, and shortness of breath. it is making simple tasks feel harder. It feels moderate and annoying. One thing I can say is, i do not have a rash.",Heart Attack
"I have had I feel tired for over the past two days, and I keep noticing scratching makes it feel worse as well as itching that keeps spreading. I feel off in myself. At the same time, i do not have chest pressure.",Chickenpox
"For since yesterday, I have been dealing with the side of my face feels sore, I feel a bit feverish, and a blocked feeling in my ear. I am uncomfortable enough that it is affecting my routine. It has been a real nuisance. Also, i do not have a skin rash.",Ear Infection
"For since yesterday, I have noticed fever, my throat feels sore, and I feel shivery. One thing I can say is, i do not have burning when i pee. I am finding it hard to focus. I do not think it is from anything obvious.",COVID-19
"For for a few days, I have been dealing with I feel very weak, bringing up phlegm, and my breathing feels heavy. I am uncomfortable enough that it is affecting my routine. It has been a real nuisance. One thing I can say is, i do not have itchy eyes.",Pneumonia
"Lately, I have been dealing with sudden numbness in my arm, one side feels heavy, and the symptoms came on suddenly for all of a sudden. It feels moderate and annoying. I am sleeping poorly because of it. On top of that, i do not have diarrhea. I have not noticed much improvement.",Stroke
"For for a few days, I have noticed chest pain when I breathe deeply, I feel shivery, and I get out of breath easily. At least, i do not have toe joint swelling. it is making simple tasks feel harder. I notice it more at certain times of day.",Pneumonia
"Lately I feel like I have the side of my face feels sore, I feel a bit feverish, and reduced hearing on one side. it is making simple tasks feel harder. It feels mild but persistent. Also, i do not have a skin rash.",Ear Infection
"I have had I have a headache, a dry cough, and my throat feels sore for for a few days. It feels pretty intense today. I am finding it hard to focus. On top of that, i do not have burning when i pee. it does not seem to settle fully.",COVID-19
"I feel my mind keeps jumping to worst case scenarios, I feel shaky and tense, and I feel panicky without a clear reason today. It feels mild but persistent. I am uncomfortable enough that it is affecting my routine. I feel rough overall. At the same time, i do not have a fever.",Anxiety Disorder
"For for a while now, I have been dealing with I feel a bit lightheaded, I sometimes feel fine but my readings stay high, and occasional dizziness. it is making simple tasks feel harder. I feel off in myself. On top of that, i do not have burning when i pee.",Hypertension
"I started with I feel dehydrated, and now I also have I have no appetite and vomiting. It feels pretty intense today. Also, i do not have itchy eyes. I have been trying to take it easy.",Gastroenteritis
"I have had I feel worn down for for several days, and I keep noticing bringing up mucus when I cough as well as my throat feels irritated from coughing. It has been a real nuisance. One thing I can say is, i do not have red itchy eyes.",Bronchitis
"I feel I need to lie in a dark room, a pounding headache, and sensitivity to sound today. It feels moderate and annoying. I am finding it hard to focus. I feel rough overall. At the same time, i do not have a cough.",Migraine
"I have been noticing sneezing, nasal congestion, and my head feels stuffy for since this morning. It comes and goes but keeps bothering me. I am uncomfortable enough that it is affecting my routine. Also, i do not have chest pain. I have not noticed much improvement.",Common Cold
"I have had I feel panicky without a clear reason for for the past several days, and I keep noticing I feel shaky and tense as well as feeling on edge all the time. I feel rough overall. At the same time, i do not have a fever.",Anxiety Disorder
"I feel even small tasks feel heavy, I feel hopeless, and trouble getting myself going today. It comes and goes but keeps bothering me. it is getting in the way of my normal day. I feel off in myself. At least, i do not have vomiting.",Depression
"For most mornings, I have been dealing with it takes me time to loosen up, my knees feel puffy, and joint pain that is worse in the morning. I am uncomfortable enough that it is affecting my routine. It has been a real nuisance. Also, i do not notice stomach cramps.",Arthritis
"I have been dealing with sudden severe pain in my big toe and the area looks inflamed, and I also notice pain that is worst at night. It feels pretty intense today. It is knocking me about. On top of that, i do not have a sore throat.",Gout
"For most days lately, I have noticed my appetite has changed, trouble getting myself going, and very low energy. Also, i do not have a productive cough. it is getting in the way of my normal day. I have not noticed much improvement.",Depression
"Lately I feel like I have I feel slightly feverish, pain that started near my belly button and moved to the lower right side, and my stomach feels tight and sore. I am uncomfortable enough that it is affecting my routine. It feels pretty intense today. At the same time, i do not have itchy eyes.",Appendicitis
"I started with my skin feels oily, and now I also have some spots look swollen and breakouts along my jawline. It feels pretty intense today. At least, i do not feel sick otherwise. I notice it more at certain times of day.",Acne
"I started with I feel like I got hit by a truck, and now I also have chills and I want to stay in bed all day. It feels severe and hard to ignore. One thing I can say is, i do not have burning when i pee. I notice it more at certain times of day.",Influenza
"I feel fever, I feel wiped out, and I have a headache today. It feels mild but persistent. it is making simple tasks feel harder. It is really starting to get on my nerves. On top of that, i do not have a skin rash.",COVID-19
"I started with I cannot keep food down, and now I also have sudden nausea and I feel weak and washed out. It feels pretty intense today. Also, i do not have a blocked nose. I do not think it is from anything obvious.",Food Poisoning
"For for the past hour, I have noticed it feels like an elephant is sitting on my chest, a crushing feeling in my chest, and sweating for no clear reason. At the same time, i do not have a blocked nose. I am noticing it more as the day goes on. it does not seem to settle fully.",Heart Attack
"I have had constant sneezing for for a few days, and I keep noticing I have post nasal drip as well as a blocked nose. It is really starting to get on my nerves. One thing I can say is, i do not have body aches.",Allergic Rhinitis
"I started with some patches are flaky, and now I also have dry itchy skin and cracked skin. It feels mild but persistent. Also, i do not have a fever. I notice it more at certain times of day.",Eczema
"I started with the flaking is noticeable, and now I also have my skin feels irritated and it keeps coming back in the same spots. It feels mild but persistent. At the same time, i do not have diarrhea. I notice it more at certain times of day.",Psoriasis
"Lately I feel like I have I feel a burning sting, sensitive skin with blisters, and the rash is only on one side. I am uncomfortable enough that it is affecting my routine. It feels mild but persistent. On top of that, i do not have a runny nose.",Shingles
"I have been noticing the area feels sore even before touching it, burning skin pain, and tingling followed by a rash for since the pain started a day ago. It feels pretty intense today. I am noticing it more as the day goes on. On top of that, i do not have burning when i pee. it does not seem to settle fully.",Shingles
"I have had lower belly discomfort for for two days, and I keep noticing it stings badly when I pee as well as feeling like I need to pee again right away. It has been a real nuisance. Also, i do not have a skin rash.",UTI
"For most mornings, I have been dealing with the pain gets worse after activity, joint pain that is worse in the morning, and my joints feel creaky. I am finding it hard to focus. It is really starting to get on my nerves. At the same time, i do not have burning when i pee.",Arthritis
"I have been noticing feeling very thirsty, my mouth feels dry, and I get hungry again quickly for for weeks. It feels mild but persistent. it is getting in the way of my normal day. At least, i do not have a skin rash with blisters. I have not noticed much improvement.",Type 2 Diabetes
"Since earlier, I have had acid coming up into my throat, I keep burping, and my chest feels hot after eating for most evenings. It feels severe and hard to ignore. it is making simple tasks feel harder. On top of that, i do not have a rash. I notice it more at certain times of day.",GERD
"I feel pain that started near my belly button and moved to the lower right side, a tender belly on the right side, and sharp pain in my lower right abdomen today. It comes and goes but keeps bothering me. I am struggling to get through the day. I feel off in myself. One thing I can say is, i do not have a runny nose.",Appendicitis
"I feel stomach cramps, my stomach is all over the place, and I feel uncomfortable after some meals today. It comes and goes but keeps bothering me. I am struggling to get through the day. I feel off in myself. At the same time, i do not have a skin rash.",IBS
"Lately I feel like I have bringing up phlegm, shortness of breath, and fever. I am sleeping poorly because of it. It feels mild but persistent. On top of that, i do not have itchy eyes.",Pneumonia
"Lately I feel like I have sneezing, a sore throat, and my nose will not stop dripping. I am sleeping poorly because of it. It feels mild but persistent. At least, i do not have a high fever.",Common Cold
"I started with my sleep is off, and now I also have feeling empty and persistent low mood. It feels pretty intense today. One thing I can say is, i do not have a fever. I have not noticed much improvement.",Depression
"For on and off for a long time, I have noticed my belly feels gassy, constipation on other days, and the pain often eases after I use the toilet. On top of that, i do not have a cough. I am finding it hard to focus. I do not think it is from anything obvious.",IBS
"Lately I feel like I have a cough that gets worse at night, shortness of breath, and cold air makes it worse. I am finding it hard to focus. It feels severe and hard to ignore. At the same time, i do not notice a rash.",Asthma
"I feel sneezing, a runny nose, and a mild cough today. It feels moderate and annoying. it is making simple tasks feel harder. It is really starting to get on my nerves. Also, i do not have chest pain.",Common Cold
"I have had I feel rattly in my chest for since last week, and I keep noticing a sore chest from coughing as well as I have a mild fever. It is really starting to get on my nerves. One thing I can say is, i do not have a skin rash.",Bronchitis
"I started with I get breathless more easily, and now I also have a dry cough and loss of smell and taste. It comes and goes but keeps bothering me. Also, i do not have burning when i pee. it does not seem to settle fully.",COVID-19
"For on and off lately, I have noticed the flaking is noticeable, red plaques with silvery scale, and thick scaly patches on my skin. On top of that, i do not have diarrhea. I am noticing it more as the day goes on. I do not think it is from anything obvious.",Psoriasis
"I have been noticing I have to pause to catch my breath, my breathing sounds whistly, and trouble getting a full breath for during the past few days. It feels mild but persistent. I am uncomfortable enough that it is affecting my routine. At the same time, i do not have crushing chest pain. I have been trying to take it easy.",Asthma
"I have had burning skin pain for over the past two days, and I keep noticing a stripe like rash as well as a painful blistering rash on one side of my body. It is really starting to get on my nerves. On top of that, i do not have burning when i pee.",Shingles
"For for a while now, I have noticed the rash keeps coming back, red inflamed patches on my skin, and cracked skin. Also, i do not have a cough. I am sleeping poorly because of it. I have been trying to take it easy.",Eczema
"For for a couple of days, I have been dealing with the area feels sore even before touching it, I feel a burning sting, and a painful blistering rash on one side of my body. I am finding it hard to focus. It has been a real nuisance. On top of that, i do not have diarrhea.",Shingles
"I feel I have pressure in my lower abdomen, feeling like I need to pee again right away, and cloudy urine today. It feels mild but persistent. it is making simple tasks feel harder. I feel off in myself. Also, i do not have itchy eyes.",UTI
"I have had facial pressure for for several days, and I keep noticing my face feels full and heavy as well as leaning forward makes it worse. I feel off in myself. Also, i do not have vomiting.",Sinusitis
"I started with I feel sick to my stomach, and now I also have it feels like an elephant is sitting on my chest and heavy pressure in my chest. It comes and goes but keeps bothering me. Also, i do not have a rash. I have been trying to take it easy.",Heart Attack
"I have had tingling followed by a rash for since yesterday, and I keep noticing a painful blistering rash on one side of my body as well as the rash is only on one side. I feel rough overall. At least, i do not have swollen finger joints.",Shingles
"Since earlier, I have had I have to pause to catch my breath, my chest feels tight after walking, and I feel breathless around dust for on and off today. It feels severe and hard to ignore. I am noticing it more as the day goes on. One thing I can say is, i do not have burning when i pee. I do not think it is from anything obvious.",Asthma
